"nom","chrome","trauma_team","kills","relations_fixers","relation_nomades","relation_corpos","source","narratif","hacks_illegaux","score"
"River Ward","4","2","20","4","3","5","auto","","10","100.0"
"Yorinobu Arasaka","1","3","39","3","5","1","auto","","4","100.0"
"River Ward","10","2","26","4","4","3","auto","","10","81.1"
"Judy Alvarez","1","1","21","2","2","5","auto","","3","100.0"
"Jackie Welles","4","3","17","2","5","4","auto","","7","100.0"
"Evelyn Parker","7","3","10","0","1","5","auto","","2","100.0"
"Alt Cunningham","10","2","47","1","1","3","auto","","1","98.5"
"Panam Palmer","1","0","30","0","0","3","auto","","8","82.8"
"Evelyn Parker","1","0","16","1","0","5","auto","","9","100.0"
"Placide","4","1","15","3","5","1","auto","","4","87.1"
"Goro Takemura","8","1","1","5","2","2","auto","","0","100.0"
"Hanako Arasaka","7","2","35","1","5","4","auto","","7","100.0"
"River Ward","9","3","40","4","3","4","auto","","10","100.0"
"Kerry Eurodyne","10","2","22","4","1","0","auto","","7","15.8"
"Yorinobu Arasaka","4","2","26","1","2","0","auto","","4","76.7"
"V","8","1","22","3","4","0","auto","","4","37.4"
"Skippy","7","3","19","3","2","4","auto","","0","100.0"
"Alt Cunningham","0","2","12","4","3","3","auto","","6","100.0"
"Alt Cunningham","2","3","24","2","0","3","auto","","3","100.0"
"Kerry Eurodyne","3","2","18","5","4","2","auto","","10","100.0"
"Saburo Arasaka","3","0","11","2","0","5","auto","","2","100.0"
"Yorinobu Arasaka","9","3","17","3","1","2","auto","","9","100.0"
"V","2","0","34","1","0","2","auto","","0","100.0"
"Dex DeShawn","2","3","46","1","0","1","auto","","0","100.0"
"V","7","1","21","2","3","2","auto","","6","97.7"
"Yorinobu Arasaka","0","2","5","0","2","3","auto","","2","100.0"
"Judy Alvarez","8","3","11","2","3","0","auto","","3","74.8"
"Panam Palmer","3","3","49","1","5","0","auto","","7","78.5"
"Rogue Amendiares","7","0","33","1","3","3","auto","","10","81.0"
"Viktor Vektor","4","2","10","5","0","5","auto","","10","100.0"
"Claire Russell","8","0","16","5","2","1","auto","","7","51.6"
"T-Bug","0","1","7","5","3","2","auto","","3","100.0"
"V","2","2","37","3","1","0","auto","","1","97.4"
"Johnny Silverhand","9","3","44","1","2","0","auto","","9","32.8"
"Alt Cunningham","2","3","5","4","2","5","auto","","10","100.0"
"Johnny Silverhand","0","2","41","5","4","0","auto","","2","85.6"
"Goro Takemura","7","1","20","5","2","3","auto","","8","100.0"
"Dum Dum","3","0","44","2","5","1","auto","","6","44.8"
"Dex DeShawn","0","3","45","4","2","4","auto","","7","100.0"
"Skippy","7","1","36","4","2","2","auto","","2","100.0"
"Dum Dum","7","2","38","1","0","4","auto","","8","100.0"
"Goro Takemura","7","2","16","2","3","0","auto","","8","60.4"
"Kerry Eurodyne","8","3","46","0","4","2","auto","","2","100.0"
"Delamain","3","2","46","5","4","3","auto","","1","100.0"
"Rogue Amendiares","8","3","49","1","4","2","auto","","8","100.0"
"Adam Smasher","6","2","7","4","5","0","auto","","1","100.0"
"Johnny Silverhand","2","1","2","0","3","1","auto","","3","43.3"
"Panam Palmer","0","3","42","4","4","5","auto","","7","100.0"
"Lizzy Wizzy","4","0","23","4","5","0","auto","","3","48.0"
"V","3","3","5","5","0","2","auto","","7","100.0"
"Claire Russell","6","2","50","4","2","4","auto","","0","100.0"
"Johnny Silverhand","1","2","4","4","0","0","auto","","3","93.5"
"Dum Dum","3","3","12","4","5","1","auto","","3","100.0"
"Lizzy Wizzy","10","1","35","3","5","0","auto","","8","0.0"
"Kerry Eurodyne","9","2","43","5","5","3","auto","","7","100.0"
"Panam Palmer","2","1","35","4","2","5","auto","","6","100.0"
"River Ward","8","3","22","4","2","2","auto","","5","100.0"
"Saburo Arasaka","10","3","46","4","1","4","auto","","5","100.0"
"Claire Russell","3","3","49","5","2","2","auto","","8","100.0"
"Yorinobu Arasaka","7","3","0","2","4","0","auto","","0","93.1"
"Evelyn Parker","2","2","0","1","1","2","auto","","4","100.0"
"V","4","1","6","3","2","1","auto","","0","100.0"
"Goro Takemura","4","2","37","1","2","2","auto","","3","100.0"
"Judy Alvarez","9","3","36","5","0","5","auto","","3","100.0"
"Adam Smasher","7","1","31","0","4","5","auto","","9","100.0"
"Jackie Welles","0","3","5","2","2","3","auto","","0","100.0"
"Saburo Arasaka","1","1","47","4","0","5","auto","","10","100.0"
"Kerry Eurodyne","6","0","19","0","2","4","auto","","8","100.0"
"Lizzy Wizzy","2","2","32","1","0","5","auto","","3","100.0"
"Dum Dum","6","3","48","4","4","0","auto","","9","100.0"
"Alt Cunningham","6","2","50","1","1","2","auto","","6","100.0"
"Judy Alvarez","7","0","35","2","0","3","auto","","6","100.0"
"Evelyn Parker","6","1","48","3","4","1","auto","","2","100.0"
"Hanako Arasaka","6","1","35","5","4","1","auto","","9","100.0"
"Alt Cunningham","1","2","49","2","5","4","auto","","6","100.0"
"Judy Alvarez","1","3","27","2","1","2","auto","","5","100.0"
"T-Bug","9","0","49","1","2","4","auto","","4","85.6"
"Yorinobu Arasaka","9","1","28","1","1","5","auto","","0","100.0"
"T-Bug","2","0","7","1","4","1","auto","","0","44.4"
"Jackie Welles","0","2","44","2","3","3","auto","","1","100.0"
"V","5","1","47","1","1","4","auto","","8","100.0"
"Evelyn Parker","4","3","39","5","5","5","auto","","2","100.0"
"V","6","0","16","0","2","1","auto","","2","61.4"
"Skippy","9","2","3","5","0","0","auto","","7","48.4"
"Placide","10","2","42","2","0","0","auto","","10","0.0"
"Jackie Welles","10","3","14","4","5","0","auto","","6","19.5"
"Adam Smasher","7","0","11","4","3","4","auto","","3","100.0"
"Skippy","0","0","15","2","2","3","auto","","8","88.5"
"Placide","2","0","22","2","2","5","auto","","10","100.0"
"Jackie Welles","3","2","3","2","3","0","auto","","10","65.8"
"Claire Russell","4","1","9","3","5","1","auto","","5","76.6"
"Judy Alvarez","6","1","26","4","1","3","auto","","3","100.0"
"Jackie Welles","9","2","28","1","1","5","auto","","8","100.0"
"Goro Takemura","9","1","8","5","5","4","auto","","4","100.0"
"Goro Takemura","6","1","41","1","2","0","auto","","9","60.1"
"Claire Russell","8","0","11","1","5","0","auto","","5","0.0"
"Adam Smasher","6","3","19","5","5","5","auto","","7","100.0"
"Dex DeShawn","2","1","6","1","0","4","auto","","2","100.0"
"Delamain","4","1","38","1","5","0","auto","","3","41.9"
"T-Bug","1","3","8","4","3","5","auto","","8","100.0"
"Kerry Eurodyne","5","1","24","3","1","1","auto","","7","100.0"
"Rogue Amendiares","3","0","26","2","3","1","auto","","0","58.9"
"Dum Dum","10","1","48","0","1","3","auto","","3","51.7"
"Delamain","7","2","29","3","3","0","auto","","3","79.3"
"Delamain","6","2","25","5","4","4","auto","","9","100.0"
"Claire Russell","8","0","33","3","3","0","auto","","1","8.7"
"Alt Cunningham","8","3","47","4","3","4","auto","","0","100.0"
"Kerry Eurodyne","0","1","18","3","2","2","auto","","7","100.0"
"Yorinobu Arasaka","2","3","18","0","5","4","auto","","9","100.0"
"Goro Takemura","7","3","5","0","1","4","auto","","8","100.0"
"Skippy","8","1","25","2","3","0","auto","","6","18.4"
"River Ward","7","1","29","2","2","5","auto","","1","100.0"
"Kerry Eurodyne","2","0","5","5","3","5","auto","","1","100.0"
"T-Bug","1","3","46","4","1","3","auto","","8","100.0"
"Claire Russell","6","0","49","2","4","5","auto","","2","100.0"
"Goro Takemura","2","1","11","3","2","2","auto","","0","100.0"
"Dum Dum","7","2","40","0","1","1","auto","","2","100.0"
"V","9","2","0","3","3","4","auto","","7","100.0"
"V","9","3","15","4","5","3","auto","","3","100.0"
"Yorinobu Arasaka","6","3","5","4","0","1","auto","","9","100.0"
"Claire Russell","4","1","3","1","0","5","auto","","2","100.0"
"T-Bug","0","1","2","4","4","2","auto","","10","90.0"
"Adam Smasher","1","0","6","1","1","5","auto","","6","100.0"
"Jackie Welles","9","1","29","2","0","0","auto","","9","0.0"
"Jackie Welles","5","2","24","3","4","0","auto","","1","94.9"
"Jackie Welles","7","1","7","2","4","3","auto","","4","100.0"
"Evelyn Parker","3","1","39","0","4","5","auto","","0","100.0"
"Kerry Eurodyne","8","0","30","5","2","3","auto","","9","100.0"
"Delamain","5","2","33","4","2","1","auto","","9","100.0"
"Delamain","9","3","33","3","3","1","auto","","10","71.3"
"Delamain","3","2","12","0","0","3","auto","","0","100.0"
"Kerry Eurodyne","1","1","39","3","0","2","auto","","6","100.0"
"T-Bug","8","1","0","1","5","2","auto","","10","47.9"
"Dex DeShawn","1","2","19","4","2","0","auto","","8","88.9"
"Panam Palmer","10","2","21","5","4","4","auto","","6","100.0"
"V","2","1","21","5","3","3","auto","","5","100.0"
"Johnny Silverhand","10","1","30","5","3","4","auto","","2","100.0"
"Adam Smasher","7","3","47","4","2","4","auto","","0","100.0"
"Dum Dum","10","2","35","0","1","4","auto","","8","100.0"
"Viktor Vektor","5","2","4","2","0","2","auto","","2","100.0"
"Placide","10","1","36","3","1","4","auto","","9","99.4"
"Panam Palmer","4","2","45","2","3","0","auto","","0","94.0"
"Hanako Arasaka","3","2","28","1","4","2","auto","","4","100.0"
"River Ward","1","2","50","1","0","3","auto","","0","100.0"
"Evelyn Parker","0","3","32","1","2","3","auto","","2","100.0"
"Dum Dum","8","2","49","1","0","4","auto","","5","100.0"
"Viktor Vektor","2","1","46","3","3","5","auto","","0","100.0"
"Evelyn Parker","1","0","19","5","4","0","auto","","0","49.1"
"Adam Smasher","7","0","6","5","5","2","auto","","8","92.2"
"V","9","2","40","2","1","1","auto","","3","62.8"
"Jackie Welles","4","2","49","5","0","2","auto","","7","100.0"
"Goro Takemura","2","2","7","4","4","4","auto","","0","100.0"
"Panam Palmer","3","2","35","2","1","5","auto","","5","100.0"
"Jackie Welles","9","1","10","2","4","2","auto","","1","55.6"
"Claire Russell","7","0","8","3","5","0","auto","","0","23.4"
"Panam Palmer","6","0","5","3","1","5","auto","","6","100.0"
"Delamain","9","3","39","2","2","1","auto","","5","85.9"
"Skippy","10","0","48","4","1","0","auto","","7","0.0"
"Skippy","7","0","29","5","5","5","auto","","4","100.0"
"Yorinobu Arasaka","7","1","14","4","2","2","auto","","2","100.0"
"Placide","2","2","50","3","3","0","auto","","5","81.2"
"Judy Alvarez","7","0","22","3","1","2","auto","","7","96.9"
"T-Bug","9","1","32","3","5","0","auto","","1","12.6"
"Adam Smasher","8","0","50","4","3","3","auto","","4","100.0"
"Lizzy Wizzy","6","1","39","4","1","3","auto","","3","100.0"
"Placide","1","2","13","3","3","4","auto","","9","100.0"
"Adam Smasher","8","1","11","5","0","5","auto","","10","100.0"
"Skippy","9","3","7","4","3","2","auto","","9","100.0"
"Claire Russell","1","3","11","3","0","4","auto","","4","100.0"
"Panam Palmer","10","3","20","5","5","0","auto","","7","36.4"
"Judy Alvarez","3","1","37","0","1","5","auto","","10","100.0"
"Goro Takemura","7","2","24","4","3","1","auto","","9","100.0"
"Rogue Amendiares","10","2","19","5","2","3","auto","","9","100.0"
"Skippy","5","0","37","4","4","3","auto","","0","100.0"
"Goro Takemura","4","0","23","0","0","5","auto","","8","100.0"
"Claire Russell","5","0","18","1","3","5","auto","","0","100.0"
"Lizzy Wizzy","6","2","45","3","3","3","auto","","6","100.0"
"Claire Russell","3","1","30","1","4","3","auto","","2","100.0"
"T-Bug","6","1","18","1","1","0","auto","","10","49.5"
"Judy Alvarez","10","0","9","5","3","1","auto","","7","0.0"
"Judy Alvarez","2","3","29","3","4","1","auto","","9","100.0"
"Yorinobu Arasaka","8","3","35","3","2","1","auto","","7","100.0"
"River Ward","6","0","36","5","1","5","auto","","7","100.0"
"Evelyn Parker","4","3","34","2","0","0","auto","","9","100.0"
"Lizzy Wizzy","7","2","7","3","5","0","auto","","9","66.6"
"Goro Takemura","8","2","29","0","4","4","auto","","8","100.0"
"Judy Alvarez","3","3","40","5","0","5","auto","","10","100.0"
"Kerry Eurodyne","8","2","39","2","4","0","auto","","0","51.7"
"Hanako Arasaka","7","3","36","3","2","2","auto","","5","100.0"
"Jackie Welles","2","0","44","5","2","5","auto","","9","100.0"
"Lizzy Wizzy","4","0","40","4","1","4","auto","","7","100.0"
"Johnny Silverhand","10","2","47","0","2","3","auto","","9","63.4"
"Judy Alvarez","2","0","50","2","1","4","auto","","4","100.0"
"Dex DeShawn","4","2","0","4","1","4","auto","","1","100.0"
"Dum Dum","2","3","23","2","5","1","auto","","2","100.0"
"Hanako Arasaka","2","0","21","1","4","1","auto","","1","40.8"
"Hanako Arasaka","6","3","15","3","5","5","auto","","10","100.0"
"River Ward","3","2","3","2","0","0","auto","","10","82.3"
"River Ward","7","3","30","3","5","4","auto","","4","100.0"
"Alt Cunningham","6","3","30","1","4","3","auto","","4","100.0"
"V","4","3","24","2","4","5","auto","","10","100.0"
"Johnny Silverhand","1","2","27","5","2","2","auto","","9","100.0"
"Dex DeShawn","4","0","16","4","3","3","auto","","10","100.0"
"Viktor Vektor","3","1","33","5","5","1","auto","","5","96.7"
"Adam Smasher","8","0","43","0","0","3","auto","","0","91.6"
"Panam Palmer","8","0","43","2","1","5","auto","","7","100.0"
"Jackie Welles","4","1","2","4","0","0","auto","","0","100.0"
"Delamain","10","1","38","0","5","0","auto","","10","0.0"
"Judy Alvarez","9","1","24","5","4","1","auto","","10","43.5"
"Panam Palmer","2","2","18","5","0","5","auto","","7","100.0"
"Yorinobu Arasaka","4","3","44","2","2","1","auto","","10","100.0"
"Judy Alvarez","4","0","24","2","0","2","auto","","6","100.0"
"Dex DeShawn","2","3","4","1","4","3","auto","","7","100.0"
"River Ward","10","3","6","4","3","1","auto","","2","74.2"
"Delamain","10","0","28","0","0","0","auto","","4","0.0"
"Judy Alvarez","9","2","49","0","3","1","auto","","7","27.4"
"Kerry Eurodyne","10","0","2","3","2","1","auto","","10","0.0"
"Skippy","5","3","36","4","5","3","auto","","0","100.0"
"Hanako Arasaka","6","3","46","4","1","0","auto","","1","100.0"
"Placide","7","0","36","2","2","5","auto","","8","100.0"
"Jackie Welles","6","0","40","0","2","4","auto","","10","100.0"
"Adam Smasher","1","3","48","5","1","1","auto","","4","100.0"
"Claire Russell","0","3","42","2","5","3","auto","","3","100.0"
"Panam Palmer","10","2","31","5","3","5","auto","","1","100.0"
"Rogue Amendiares","2","0","12","5","4","1","auto","","0","74.8"
"Hanako Arasaka","6","0","50","5","2","3","auto","","8","100.0"
"Claire Russell","7","0","2","0","2","5","auto","","5","100.0"
"Johnny Silverhand","6","0","13","5","4","3","auto","","10","100.0"
"Viktor Vektor","8","1","47","1","0","0","auto","","9","7.8"
"Dum Dum","2","3","41","3","4","0","auto","","0","100.0"
"Alt Cunningham","10","1","0","5","0","2","auto","","2","60.9"
"Panam Palmer","7","1","37","0","0","3","auto","","1","100.0"
"Delamain","9","1","4","3","2","5","auto","","3","100.0"
"Viktor Vektor","6","2","7","4","4","1","auto","","10","100.0"
"Adam Smasher","3","0","37","2","0","0","auto","","2","46.4"
"Dex DeShawn","2","3","10","4","1","3","auto","","5","100.0"
"Alt Cunningham","9","0","8","5","4","3","auto","","1","88.2"
"River Ward","0","3","5","0","1","0","auto","","0","72.7"
"Skippy","10","2","26","5","1","1","auto","","7","53.3"
"Goro Takemura","10","2","33","3","1","1","auto","","7","47.4"
"Delamain","0","1","45","4","0","5","auto","","7","100.0"
"Jackie Welles","5","3","0","1","1","0","auto","","8","97.9"
"Evelyn Parker","1","2","48","4","1","3","auto","","8","100.0"
"Kerry Eurodyne","10","1","17","1","0","1","auto","","0","13.0"
"Viktor Vektor","7","3","11","5","0","0","auto","","2","100.0"
"Kerry Eurodyne","5","2","13","2","2","4","auto","","6","100.0"
"Yorinobu Arasaka","0","0","47","4","1","1","auto","","0","69.8"
"V","7","0","4","5","3","4","auto","","3","100.0"
"Lizzy Wizzy","5","3","12","2","1","0","auto","","10","100.0"
"Adam Smasher","3","0","15","1","3","1","auto","","6","47.6"
"Judy Alvarez","7","3","3","1","1","4","auto","","6","100.0"
"Yorinobu Arasaka","2","3","23","3","5","1","auto","","2","100.0"
"Kerry Eurodyne","5","2","12","1","0","5","auto","","5","100.0"
"Lizzy Wizzy","0","2","8","3","3","3","auto","","1","100.0"
"River Ward","5","1","18","1","5","4","auto","","9","100.0"
"River Ward","9","1","5","4","3","1","auto","","6","38.0"
"Lizzy Wizzy","7","3","17","5","3","5","auto","","0","100.0"
"Alt Cunningham","3","2","27","1","4","1","auto","","9","82.7"
"Lizzy Wizzy","0","3","2","3","5","4","auto","","0","100.0"
"Johnny Silverhand","6","3","30","3","3","1","auto","","1","100.0"
"Judy Alvarez","8","0","44","1","1","2","auto","","6","56.1"
"Jackie Welles","3","0","1","5","2","1","auto","","7","83.4"
"Skippy","7","0","29","1","5","3","auto","","7","81.8"
"River Ward","5","3","45","0","5","0","auto","","10","79.6"
"Placide","5","0","18","2","5","4","auto","","6","100.0"
"Claire Russell","9","1","50","0","4","2","auto","","10","30.9"
"Dum Dum","0","2","3","3","2","3","auto","","1","100.0"
"Delamain","0","2","23","5","4","5","auto","","2","100.0"
"Judy Alvarez","8","1","8","1","4","0","auto","","5","1.4"
"Kerry Eurodyne","7","1","48","2","2","2","auto","","3","100.0"
"Evelyn Parker","10","3","17","0","2","2","auto","","0","69.5"
"Yorinobu Arasaka","7","0","30","5","4","2","auto","","8","96.0"
"Yorinobu Arasaka","9","2","43","1","3","0","auto","","1","20.0"
"Judy Alvarez","6","1","18","0","1","2","auto","","1","100.0"
"Panam Palmer","2","3","9","4","5","0","auto","","3","98.7"
"Jackie Welles","6","1","30","3","3","5","auto","","5","100.0"
"Kerry Eurodyne","0","2","12","0","1","4","auto","","1","100.0"
"Kerry Eurodyne","5","3","37","5","5","2","auto","","5","100.0"
"Hanako Arasaka","9","3","29","4","1","2","auto","","4","100.0"
"River Ward","4","1","30","2","0","1","auto","","5","99.8"
"T-Bug","4","3","10","1","5","4","auto","","9","100.0"
"Jackie Welles","2","1","45","1","1","1","auto","","10","65.1"
"Panam Palmer","0","2","36","3","2","2","auto","","2","100.0"
"River Ward","3","0","42","2","1","2","auto","","5","92.5"
"Yorinobu Arasaka","8","1","34","0","0","3","auto","","4","97.7"
"Hanako Arasaka","2","3","20","0","5","4","auto","","2","100.0"
"Evelyn Parker","5","2","30","4","5","1","auto","","4","100.0"
"Lizzy Wizzy","7","2","44","5","3","0","auto","","1","100.0"
"Goro Takemura","10","0","19","3","4","1","auto","","0","0.0"
"Yorinobu Arasaka","5","0","20","4","5","1","auto","","0","79.2"
"Lizzy Wizzy","8","1","50","1","0","0","auto","","4","20.2"
"Claire Russell","7","0","32","1","3","2","auto","","6","67.9"
"Delamain","9","0","42","3","1","5","auto","","5","100.0"
"Saburo Arasaka","5","3","23","2","2","2","auto","","0","100.0"
"Jackie Welles","7","0","13","5","3","3","auto","","7","100.0"
"Jackie Welles","2","3","46","1","4","4","auto","","6","100.0"
"Judy Alvarez","2","1","19","4","2","0","auto","","7","60.0"
"Lizzy Wizzy","6","0","0","5","2","3","auto","","6","100.0"
"River Ward","8","3","45","1","1","1","auto","","9","96.5"
"Placide","4","3","2","4","2","3","auto","","4","100.0"
"Claire Russell","7","1","1","1","2","2","auto","","0","95.3"
"Kerry Eurodyne","10","3","7","5","2","3","auto","","10","100.0"
"River Ward","7","1","1","2","3","0","auto","","1","53.1"
"Delamain","5","3","36","2","5","5","auto","","6","100.0"
"Hanako Arasaka","1","2","32","0","2","1","auto","","9","67.8"
"Lizzy Wizzy","0","1","20","5","1","2","auto","","7","100.0"
"River Ward","0","2","23","5","2","0","auto","","6","85.1"
"Jackie Welles","4","0","32","5","1","0","auto","","3","71.0"
"Delamain","2","2","20","2","2","5","auto","","10","100.0"
"Skippy","5","0","34","2","1","0","auto","","9","38.9"
"Goro Takemura","8","2","23","3","2","1","auto","","7","89.6"
"Panam Palmer","3","1","32","1","4","4","auto","","3","100.0"
"Skippy","8","0","26","0","0","1","auto","","7","12.3"
"V","7","2","19","1","3","4","auto","","5","100.0"
"Evelyn Parker","5","1","45","0","5","0","auto","","4","20.8"
"Alt Cunningham","2","1","44","2","1","1","auto","","3","91.7"
"Goro Takemura","1","3","44","0","0","3","auto","","1","100.0"
"Saburo Arasaka","0","1","6","5","4","4","auto","","0","100.0"
"Johnny Silverhand","7","0","16","0","2","5","auto","","0","100.0"
"V","1","0","38","4","1","1","auto","","3","66.9"
"Viktor Vektor","5","0","5","5","2","4","auto","","2","100.0"
"T-Bug","5","1","32","1","4","4","auto","","9","100.0"
"Judy Alvarez","1","0","33","5","1","2","auto","","3","100.0"
"River Ward","8","0","46","1","4","5","auto","","1","100.0"
"Hanako Arasaka","5","1","28","0","1","2","auto","","10","100.0"
"Placide","6","1","32","3","0","2","auto","","3","100.0"
"Panam Palmer","7","0","33","3","2","5","auto","","2","100.0"
"Jackie Welles","8","0","5","3","0","3","auto","","5","100.0"
"Jackie Welles","7","2","43","1","4","3","auto","","7","100.0"
"Jackie Welles","6","1","4","5","2","1","auto","","7","100.0"
"V","10","3","43","3","3","4","auto","","1","100.0"
"Viktor Vektor","10","0","7","3","3","5","auto","","2","100.0"
"Lizzy Wizzy","1","1","4","1","2","1","auto","","5","58.7"
"Delamain","6","0","14","5","3","2","auto","","6","100.0"
"Skippy","9","2","48","3","2","3","auto","","10","100.0"
"Viktor Vektor","9","3","31","2","1","3","auto","","8","100.0"
"Panam Palmer","1","2","31","1","5","1","auto","","7","75.1"
"V","1","0","4","5","0","1","auto","","7","77.3"
"Placide","9","2","9","4","4","0","auto","","4","34.8"
"Judy Alvarez","10","3","50","1","2","5","auto","","7","100.0"
"Hanako Arasaka","7","2","34","4","4","0","auto","","5","85.2"
"Johnny Silverhand","6","0","24","2","3","3","auto","","7","100.0"
"Yorinobu Arasaka","0","0","11","5","2","5","auto","","8","100.0"
"River Ward","7","3","8","5","3","3","auto","","4","100.0"
"Panam Palmer","9","3","42","5","4","4","auto","","8","100.0"
"Hanako Arasaka","7","1","32","3","2","3","auto","","0","100.0"
"Lizzy Wizzy","6","2","49","2","0","0","auto","","4","100.0"
"Lizzy Wizzy","0","1","23","5","4","0","auto","","5","54.4"
"Kerry Eurodyne","5","3","6","2","2","3","auto","","6","100.0"
"T-Bug","0","1","15","5","2","4","auto","","3","100.0"
"Judy Alvarez","1","2","7","1","0","4","auto","","5","100.0"
"Adam Smasher","0","3","42","4","4","3","auto","","6","100.0"
"Dex DeShawn","0","3","37","2","3","4","auto","","0","100.0"
"Placide","5","0","31","5","5","1","auto","","1","99.7"
"Adam Smasher","7","2","10","2","2","3","auto","","9","100.0"
"Rogue Amendiares","7","0","34","2","2","0","auto","","3","38.4"
"Jackie Welles","9","3","14","5","0","5","auto","","9","100.0"
"Lizzy Wizzy","1","2","17","4","4","3","auto","","1","100.0"
"Saburo Arasaka","3","2","50","5","2","4","auto","","1","100.0"
"Jackie Welles","6","2","12","3","2","4","auto","","6","100.0"
"Evelyn Parker","7","1","1","5","4","1","auto","","10","77.9"
"Lizzy Wizzy","7","1","42","2","5","4","auto","","7","100.0"
"Delamain","6","0","33","2","3","1","auto","","3","87.5"
"Alt Cunningham","2","2","27","2","0","5","auto","","6","100.0"
"Rogue Amendiares","6","2","18","1","2","5","auto","","10","100.0"
"Delamain","3","3","15","1","1","0","auto","","1","100.0"
"Alt Cunningham","4","3","31","3","3","5","auto","","8","100.0"
"Johnny Silverhand","3","1","17","0","2","2","auto","","2","97.7"
"Viktor Vektor","8","1","41","5","3","0","auto","","0","61.5"
"Johnny Silverhand","1","2","38","0","3","2","auto","","4","100.0"
"Viktor Vektor","10","0","25","1","0","4","auto","","2","73.7"
"Dum Dum","8","0","33","4","4","2","auto","","10","59.9"
"Hanako Arasaka","1","1","38","2","2","4","auto","","1","100.0"
"Dum Dum","6","1","27","1","0","1","auto","","3","100.0"
"Rogue Amendiares","4","3","26","4","0","3","auto","","4","100.0"
"Claire Russell","5","0","20","3","3","5","auto","","8","100.0"
"Alt Cunningham","4","1","23","5","2","2","auto","","7","100.0"
"V","10","0","47","0","5","5","auto","","10","88.4"
"Alt Cunningham","4","3","19","5","2","5","auto","","10","100.0"
"Panam Palmer","8","1","28","0","3","2","auto","","6","57.9"
"Jackie Welles","1","1","19","1","3","5","auto","","3","100.0"
"Adam Smasher","10","3","50","2","0","3","auto","","0","100.0"
"Hanako Arasaka","6","2","45","0","1","5","auto","","6","100.0"
"Dex DeShawn","8","0","22","4","5","4","auto","","6","100.0"
"Dum Dum","5","3","44","0","5","5","auto","","0","100.0"
"River Ward","10","3","50","1","0","3","auto","","10","100.0"
"Rogue Amendiares","10","2","20","0","0","1","auto","","9","11.6"
"Alt Cunningham","8","1","38","3","2","3","auto","","10","100.0"
"Hanako Arasaka","2","2","11","4","2","2","auto","","10","100.0"
"Rogue Amendiares","1","3","23","3","3","4","auto","","2","100.0"
"Alt Cunningham","0","0","35","4","5","1","auto","","10","26.0"
"Judy Alvarez","7","1","16","0","3","4","auto","","2","100.0"
"Saburo Arasaka","9","2","9","2","1","4","auto","","1","100.0"
"Panam Palmer","0","3","49","5","3","0","auto","","7","100.0"
"Alt Cunningham","3","1","50","2","5","3","auto","","4","100.0"
"Placide","2","3","13","1","2","5","auto","","9","100.0"
"Viktor Vektor","3","3","11","1","0","2","auto","","6","100.0"
"Dex DeShawn","3","3","15","4","5","5","auto","","5","100.0"
"Yorinobu Arasaka","1","0","30","2","5","3","auto","","2","94.7"
"Viktor Vektor","3","3","45","5","4","2","auto","","6","100.0"
"Judy Alvarez","1","0","3","1","3","2","auto","","5","46.9"
"Delamain","10","0","0","4","4","3","auto","","4","52.0"
"Jackie Welles","6","2","8","0","4","1","auto","","8","85.2"
"Dex DeShawn","2","3","21","1","0","2","auto","","7","100.0"
"Skippy","8","3","9","0","2","0","auto","","4","41.8"
"Goro Takemura","7","2","47","3","2","2","auto","","5","100.0"
"Delamain","4","2","27","2","5","3","auto","","2","100.0"
"Goro Takemura","8","3","3","1","0","1","auto","","3","100.0"
"River Ward","0","3","16","5","3","3","auto","","2","100.0"
"Panam Palmer","7","0","28","5","4","3","auto","","5","100.0"
"Yorinobu Arasaka","7","0","46","0","2","0","auto","","2","22.4"
"Rogue Amendiares","4","1","10","2","4","5","auto","","8","100.0"
"Lizzy Wizzy","3","0","33","1","3","0","auto","","9","3.3"
"Alt Cunningham","7","0","21","2","5","5","auto","","0","100.0"
"Panam Palmer","6","2","37","2","1","0","auto","","1","100.0"
"Judy Alvarez","7","3","29","2","4","5","auto","","10","100.0"
"V","5","0","41","3","2","5","auto","","9","100.0"
"Dum Dum","9","1","13","5","2","2","auto","","0","100.0"
"Johnny Silverhand","1","3","5","2","1","1","auto","","6","100.0"
"Placide","1","0","13","3","3","2","auto","","2","89.2"
"Kerry Eurodyne","10","1","7","3","3","5","auto","","4","100.0"
"Jackie Welles","10","1","22","0","2","4","auto","","10","65.6"
"Rogue Amendiares","7","3","24","2","4","4","auto","","7","100.0"
"Saburo Arasaka","1","3","23","1","3","5","auto","","9","100.0"
"Saburo Arasaka","1","0","32","3","5","1","auto","","5","40.2"
"Kerry Eurodyne","10","1","31","5","5","4","auto","","8","100.0"
"Judy Alvarez","4","3","27","3","2","1","auto","","1","100.0"
"Goro Takemura","10","2","15","3","2","4","auto","","8","100.0"
"Johnny Silverhand","8","0","2","0","4","3","auto","","8","46.3"
"Saburo Arasaka","1","3","42","2","2","2","auto","","9","100.0"
"Lizzy Wizzy","1","0","7","3","1","1","auto","","10","44.7"
"Placide","0","0","26","2","4","5","auto","","4","100.0"
"Yorinobu Arasaka","10","3","39","2","1","1","auto","","4","56.0"
"River Ward","1","2","43","3","4","0","auto","","1","73.8"
"V","6","0","0","5","3","3","auto","","2","100.0"
"Skippy","6","3","19","4","2","5","auto","","9","100.0"
